id,country,city,age,income
2592,India,Delhi,37,42123.96
2593,Germany,Frankfurt,62,49161.82
2594,Brazil,Sao Paulo,72,51365.66
2595,Canada,Toronto,23,56576.14
2596,France,Paris,59,21577.11
2597,Germany,Munich,27,52594.67
2598,Germany,Berlin,65,53684.75
2599,India,Mumbai,76,51127.27
2600,Germany,Munich,50,47335.76
2601,Canada,Vancouver,33,-1297.23
2602,Canada,Toronto,53,58522.17
2603,USA,New York,23,35401.92
2604,Canada,Vancouver,36,59205.66
2605,Brazil,Brasilia,48,68752.17
2606,Germany,Munich,19,24858.45
2607,Canada,Montreal,35,58748.89
2608,India,Mumbai,59,31466.45
2609,USA,New York,45,49364.04
2610,Germany,Frankfurt,77,48110.82
2611,USA,Los Angeles,21,61346.27
2612,Germany,Berlin,78,59118.82
2613,India,Bangalore,18,53931.74
2614,USA,Los Angeles,64,25349.63
2615,France,Marseille,59,12277.82
2616,Brazil,Rio de Janeiro,67,63684.23
2617,Brazil,Rio de Janeiro,33,61197.02
2618,Germany,Munich,62,35037.79
2619,France,Lyon,75,55210.19
2620,USA,Chicago,64,46860.92
2621,France,Marseille,19,66297.38
2622,France,Marseille,69,51253.77
2623,USA,Chicago,53,63505.85
2624,India,Bangalore,18,40796.52
2625,France,Lyon,56,54275.35
2626,France,Paris,40,43809.83
2627,India,Mumbai,43,40723.14
2628,France,Marseille,28,15051.95
2629,France,Marseille,75,63852.21
2630,France,Paris,59,76245.4
2631,Brazil,Rio de Janeiro,18,29180.08
2632,Canada,Montreal,28,60403.93
2633,India,Delhi,41,59778.79
2634,France,Paris,27,42281.02
2635,Brazil,Sao Paulo,31,38937.72
2636,India,Bangalore,31,67707.57
2637,Germany,Munich,24,66126.66
2638,Germany,Frankfurt,40,56772.35
2639,France,Paris,60,42200.46
2640,Brazil,Rio de Janeiro,39,66341.83
2641,Brazil,Brasilia,77,37451.23
2642,India,Bangalore,53,71309.56
2643,India,Bangalore,44,74483.11
2644,Brazil,Sao Paulo,73,67722.2
2645,India,Bangalore,19,55142.12
2646,Brazil,Rio de Janeiro,56,11789.11
2647,Canada,Montreal,68,47228.29
2648,Brazil,Sao Paulo,63,76473.2
2649,Germany,Frankfurt,36,64055.85
2650,India,Mumbai,79,56529.71
2651,Brazil,Sao Paulo,24,39787.33
2652,Brazil,Rio de Janeiro,29,65366.09
2653,India,Delhi,20,26405.49
2654,Canada,Montreal,64,47437.46
2655,Canada,Toronto,22,76098.19
2656,India,Mumbai,25,37934.45
2657,USA,Los Angeles,31,59137.84
2658,India,Delhi,78,23643.14
2659,India,Bangalore,53,40216.96
2660,Canada,Toronto,24,52691.94
2661,Canada,Vancouver,24,55304.3
2662,India,Bangalore,67,81011.67
2663,India,Mumbai,63,42439.24
2664,India,Mumbai,49,58916.55
2665,Canada,Vancouver,25,58495.74
2666,India,Bangalore,75,41167.26
2667,India,Delhi,29,64339.2
2668,France,Marseille,27,60022.58
2669,USA,New York,31,45897.87
2670,Germany,Frankfurt,26,52920.54
2671,USA,Chicago,55,35606.42
2672,France,Marseille,47,36716.19
2673,Germany,Frankfurt,22,49676.64
2674,India,Bangalore,18,61212.11
2675,France,Lyon,18,44997.35
2676,India,Bangalore,74,40753.14
2677,Canada,Montreal,79,46539.18
2678,Brazil,Sao Paulo,37,62429.25
2679,France,Marseille,66,29722.47
2680,Canada,Toronto,28,62920.24
2681,France,Lyon,43,57679.63
2682,France,Lyon,61,29651.37
2683,Canada,Montreal,20,46470.93
2684,Germany,Munich,23,59541.07
2685,USA,Chicago,79,21343.25
2686,India,Delhi,60,34470.17
2687,France,Marseille,78,27156.32
2688,India,Bangalore,62,41330.29
2689,Brazil,Sao Paulo,28,65565.98
2690,Canada,Toronto,25,61973.97
2691,India,Mumbai,46,42418.89
2692,Canada,Toronto,27,65434.11
2693,India,Bangalore,51,59951.02
2694,USA,Los Angeles,41,69126.94
2695,USA,Chicago,63,48671.81
2696,USA,New York,78,58086.16
2697,USA,New York,65,100577.31
2698,USA,Los Angeles,34,45356.4
2699,USA,New York,49,49025.27
2700,Canada,Montreal,28,47616.47
2701,France,Marseille,51,48642.45
2702,India,Bangalore,41,58371.54
2703,USA,Chicago,72,50871.63
2704,Canada,Montreal,22,29527.26
2705,Canada,Vancouver,46,50270.73
2706,Canada,Montreal,65,42105.36
2707,France,Paris,65,24072.22
2708,India,Mumbai,75,67175.48
2709,France,Paris,51,42022.03
2710,Germany,Berlin,33,55750.5
2711,Canada,Vancouver,42,2690.15
2712,Germany,Berlin,54,57483.83
2713,Brazil,Rio de Janeiro,25,45298.79
2714,USA,New York,46,26677.28
2715,USA,Los Angeles,69,41721.21
2716,France,Lyon,63,39705.11
2717,India,Delhi,42,61260.13
2718,Germany,Berlin,59,51356.4
2719,India,Delhi,40,27162.66
2720,France,Marseille,51,56577.56
2721,USA,Chicago,20,18938.86
2722,India,Mumbai,47,33123.9
2723,India,Bangalore,67,50219.78
2724,USA,Chicago,70,40635.53
2725,Germany,Frankfurt,51,67875.67
2726,USA,New York,49,52539.84
2727,India,Mumbai,70,59389.38
2728,Germany,Frankfurt,46,60001.09
2729,Germany,Berlin,26,43353.0
2730,USA,Los Angeles,19,34018.69
2731,India,Bangalore,74,49250.81
2732,France,Paris,56,63008.35
2733,India,Mumbai,24,46508.49
2734,Canada,Montreal,63,58864.31
2735,Brazil,Sao Paulo,22,49591.34
2736,France,Marseille,25,26702.69
2737,Germany,Berlin,49,27978.72
2738,France,Lyon,72,73437.1
2739,Germany,Frankfurt,71,32487.12
2740,Germany,Munich,35,40436.11
2741,France,Marseille,55,63763.81
2742,Germany,Berlin,63,32111.83
2743,Germany,Munich,35,39747.31
2744,Canada,Toronto,66,46825.3
2745,India,Bangalore,58,44865.52
2746,India,Bangalore,62,35442.14
2747,Brazil,Brasilia,33,47097.23
2748,Brazil,Brasilia,38,60186.28
2749,Canada,Montreal,27,48156.46
2750,Brazil,Rio de Janeiro,59,40122.98
2751,France,Marseille,21,64191.46
2752,USA,New York,61,75596.88
2753,USA,Los Angeles,76,64327.11
2754,USA,New York,25,33150.97
2755,Canada,Montreal,64,33549.1
2756,Canada,Toronto,70,56554.95
2757,Germany,Munich,79,52565.69
2758,USA,Los Angeles,72,31628.36
2759,France,Lyon,36,54296.51
2760,Brazil,Sao Paulo,64,51483.03
2761,France,Lyon,57,72168.78
2762,Brazil,Sao Paulo,57,43467.55
2763,USA,Chicago,68,70799.04
2764,USA,Chicago,26,71456.26
2765,USA,New York,47,39904.97
2766,Canada,Vancouver,73,55310.53
2767,Brazil,Sao Paulo,34,46828.15
2768,Canada,Toronto,57,46213.77
2769,Canada,Toronto,61,53693.63
2770,India,Bangalore,76,38151.0
2771,France,Paris,32,26070.61
2772,France,Marseille,21,42020.75
2773,Germany,Berlin,23,67713.21
2774,Canada,Montreal,79,46950.32
2775,Brazil,Sao Paulo,78,49651.34
2776,India,Mumbai,33,61889.74
2777,India,Delhi,43,26042.54
2778,France,Lyon,74,56586.61
2779,Canada,Toronto,54,75047.8
2780,Germany,Berlin,40,51372.97
2781,Canada,Toronto,30,21155.32
2782,USA,New York,64,48854.13
2783,Canada,Vancouver,34,59153.26
2784,USA,Chicago,74,51681.12
2785,USA,New York,79,54086.79
2786,Germany,Munich,71,55889.14
2787,Brazil,Sao Paulo,44,36016.35
2788,France,Paris,69,37891.2
2789,Canada,Montreal,39,44455.35
2790,USA,New York,54,55890.1
2791,Canada,Toronto,36,32163.75
2792,Brazil,Brasilia,56,80845.06
2793,France,Marseille,52,13648.86
2794,Brazil,Brasilia,30,24399.13
2795,France,Marseille,31,58305.08
2796,India,Delhi,65,57013.23
2797,France,Lyon,48,48914.42
2798,Germany,Munich,62,60142.99
2799,Brazil,Sao Paulo,19,58515.53
2800,USA,Chicago,63,50001.2
2801,India,Bangalore,69,54023.55
2802,Germany,Munich,56,2888.4
2803,Canada,Toronto,54,48002.5
2804,Brazil,Sao Paulo,31,49284.6
2805,USA,New York,26,78692.44
2806,France,Lyon,27,37614.85
2807,USA,New York,24,49462.02
2808,Canada,Toronto,45,71354.52
2809,India,Mumbai,63,58401.69
2810,India,Bangalore,42,50377.47
2811,Brazil,Rio de Janeiro,63,64434.81
2812,India,Bangalore,74,38109.16
2813,Brazil,Brasilia,45,75879.63
2814,Brazil,Rio de Janeiro,19,59637.43
2815,Brazil,Brasilia,34,25610.54
2816,France,Paris,76,40921.85
2817,Germany,Berlin,69,17637.01
2818,Brazil,Sao Paulo,21,61936.57
2819,Brazil,Sao Paulo,30,58452.64
2820,Germany,Munich,35,43095.87
2821,USA,Chicago,20,68005.36
2822,Brazil,Brasilia,68,48747.07
2823,France,Paris,54,89350.78
2824,India,Mumbai,50,32008.47
2825,India,Bangalore,58,59625.35
2826,Canada,Vancouver,41,44038.97
2827,Canada,Montreal,25,39844.38
2828,India,Mumbai,52,47404.04
2829,India,Mumbai,19,55505.03
2830,France,Lyon,50,50874.49
2831,Germany,Frankfurt,29,60165.24
2832,Canada,Vancouver,39,59104.64
2833,Germany,Munich,30,71771.36
2834,France,Paris,27,31981.77
2835,India,Bangalore,34,26640.05
2836,Brazil,Sao Paulo,79,48983.51
2837,Germany,Frankfurt,60,38095.94
2838,India,Mumbai,22,63109.13
2839,India,Mumbai,74,33982.59
2840,USA,Chicago,76,41755.6
2841,Germany,Frankfurt,26,45014.81
2842,Brazil,Sao Paulo,30,76482.95
2843,Germany,Frankfurt,77,81614.47
2844,India,Mumbai,69,32878.96
2845,Brazil,Brasilia,40,17064.23
2846,France,Paris,47,41390.3
2847,USA,New York,60,49446.03
2848,India,Mumbai,72,49377.19
2849,Canada,Vancouver,21,48736.92
2850,Canada,Montreal,38,62238.6
2851,USA,New York,60,43957.92
2852,France,Lyon,26,53200.25
2853,India,Mumbai,24,59670.22
2854,Germany,Munich,33,53291.27
2855,USA,New York,40,60135.61
2856,France,Paris,75,24381.09
2857,Germany,Munich,40,51717.29
2858,Canada,Vancouver,48,53446.91
2859,Canada,Montreal,74,47516.19
2860,Germany,Frankfurt,22,41035.17
2861,USA,Los Angeles,23,56917.77
2862,Canada,Montreal,68,51844.15
2863,India,Delhi,18,49211.11
2864,Brazil,Brasilia,76,45074.14
2865,Germany,Berlin,65,45661.38
2866,Germany,Frankfurt,45,38519.24
2867,Canada,Toronto,35,42865.96
2868,USA,New York,41,35911.07
2869,India,Bangalore,30,44192.26
2870,USA,Los Angeles,50,55464.75
2871,France,Paris,27,62295.91
2872,France,Paris,24,49231.91
2873,Brazil,Brasilia,54,48817.12
2874,Canada,Vancouver,49,52159.27
2875,Canada,Vancouver,62,64750.3
2876,Canada,Montreal,39,46625.03
2877,Brazil,Rio de Janeiro,33,56943.8
2878,France,Marseille,41,55558.65
2879,USA,Chicago,69,40646.52
2880,Brazil,Brasilia,71,60600.35
2881,Brazil,Sao Paulo,31,18917.38
2882,USA,New York,28,65926.08
2883,Canada,Toronto,36,32088.25
2884,India,Bangalore,40,47914.58
2885,USA,New York,51,62434.59
2886,France,Paris,77,43594.65
2887,Germany,Berlin,57,53512.58
2888,Germany,Frankfurt,30,62677.41
2889,Brazil,Brasilia,56,77723.3
2890,Germany,Frankfurt,61,49774.3
2891,India,Mumbai,45,52696.88
2892,Canada,Vancouver,57,50606.94
2893,France,Paris,33,46681.05
2894,India,Mumbai,67,29814.09
2895,France,Marseille,68,33187.81
2896,France,Marseille,45,49785.78
2897,Canada,Toronto,21,55116.38
2898,Brazil,Sao Paulo,45,68921.4
2899,Germany,Munich,74,46854.16
2900,Canada,Vancouver,77,72930.07
2901,India,Bangalore,29,31932.38
2902,Brazil,Rio de Janeiro,33,53152.31
2903,India,Delhi,70,45991.8
2904,Brazil,Brasilia,71,30311.97
2905,India,Delhi,66,24603.7
2906,Canada,Toronto,53,43479.86
2907,Brazil,Rio de Janeiro,79,44602.97
2908,Brazil,Brasilia,37,36677.73
2909,France,Paris,43,61424.59
2910,France,Lyon,73,43914.63
2911,USA,New York,73,35199.89
2912,India,Mumbai,43,46459.47
2913,France,Lyon,39,40530.94
2914,USA,Los Angeles,73,74704.62
2915,France,Marseille,26,45271.24
2916,India,Bangalore,22,36233.93
2917,Brazil,Sao Paulo,34,74676.6
2918,Germany,Frankfurt,66,60875.56
2919,India,Mumbai,51,51594.61
2920,Canada,Toronto,19,38055.9
2921,France,Marseille,70,61498.07
2922,France,Marseille,72,28048.76
2923,Brazil,Brasilia,24,60399.09
2924,Canada,Vancouver,53,53751.85
2925,Brazil,Sao Paulo,30,64850.9
2926,Canada,Toronto,37,14593.29
2927,Germany,Berlin,47,36190.76
2928,France,Marseille,47,35004.08
2929,France,Marseille,28,33231.06
2930,Germany,Frankfurt,48,56375.26
2931,USA,Chicago,75,45570.62
2932,Brazil,Brasilia,20,36930.08
2933,Germany,Munich,76,33454.3
2934,Brazil,Brasilia,19,35582.43
2935,India,Mumbai,65,62986.78
2936,France,Marseille,20,48999.62
2937,Brazil,Sao Paulo,73,62470.57
2938,Canada,Montreal,32,89970.1
2939,Brazil,Brasilia,34,49732.1
2940,India,Mumbai,65,28744.63
2941,France,Paris,69,47944.56
2942,Germany,Berlin,24,78186.36
2943,India,Mumbai,65,66301.14
2944,France,Lyon,22,40309.5
2945,Brazil,Sao Paulo,51,45439.45
2946,USA,Chicago,50,61625.21
2947,USA,Chicago,71,57193.49
2948,Canada,Vancouver,78,61785.13
2949,France,Paris,62,46414.36
2950,USA,Chicago,33,55828.98
2951,Germany,Munich,54,45421.09
2952,France,Marseille,20,70901.47
2953,Germany,Munich,76,27105.58
2954,Germany,Munich,76,27151.83
2955,USA,New York,64,39280.27
2956,France,Lyon,65,39824.46
2957,Brazil,Brasilia,60,27101.96
2958,India,Bangalore,74,24401.77
2959,USA,New York,68,66027.53
2960,USA,New York,67,47494.98
2961,Brazil,Rio de Janeiro,38,46359.96
2962,France,Paris,58,50844.45
2963,France,Marseille,25,73972.24
2964,Germany,Frankfurt,39,51744.52
2965,Brazil,Sao Paulo,68,48331.4
2966,Brazil,Sao Paulo,71,40436.13
2967,France,Paris,22,58984.45
2968,Germany,Munich,34,49034.52
2969,USA,Los Angeles,54,74781.78
2970,Canada,Montreal,31,47588.66
2971,India,Delhi,56,65114.73
2972,USA,Los Angeles,58,39334.01
2973,France,Lyon,45,39187.36
2974,India,Delhi,48,22598.09
2975,Canada,Montreal,34,61917.03
2976,Canada,Toronto,52,49426.52
2977,Germany,Frankfurt,57,59593.44
2978,India,Delhi,39,75442.65
2979,Germany,Berlin,62,37299.98
2980,USA,New York,65,35030.5
2981,Brazil,Sao Paulo,70,38193.04
2982,Brazil,Brasilia,46,18447.63
2983,Brazil,Sao Paulo,27,47101.85
2984,India,Bangalore,35,63262.99
2985,Brazil,Brasilia,52,50735.56
2986,USA,Los Angeles,61,26436.3
2987,Germany,Munich,33,44646.73
2988,India,Mumbai,67,51877.56
2989,Germany,Berlin,66,64437.67
2990,India,Delhi,24,61947.03
2991,Germany,Frankfurt,47,44817.79
2992,Canada,Montreal,36,44791.28
2993,Germany,Munich,72,58911.96
2994,Brazil,Brasilia,77,41100.46
2995,Canada,Vancouver,40,62830.47
2996,Germany,Munich,25,40115.06
2997,India,Mumbai,34,73267.06
2998,India,Mumbai,38,53529.09
2999,India,Delhi,43,20605.31
3000,France,Paris,74,59606.6
3001,USA,Los Angeles,45,53822.61
3002,India,Bangalore,76,57292.3
3003,Canada,Montreal,56,83778.35
3004,India,Bangalore,50,46080.85
3005,France,Marseille,57,26712.99
3006,Brazil,Rio de Janeiro,36,69013.06
3007,Canada,Montreal,46,23306.57
3008,France,Marseille,37,38804.02
3009,Brazil,Brasilia,37,50631.43
3010,Canada,Montreal,27,36518.75
3011,Germany,Munich,79,49043.38
3012,USA,Chicago,29,47963.01
3013,USA,New York,73,73037.32
3014,France,Paris,50,13673.96
3015,Brazil,Sao Paulo,73,51310.31
3016,USA,New York,42,36188.9
3017,Brazil,Sao Paulo,42,41562.24
3018,Brazil,Sao Paulo,70,60201.39
3019,France,Lyon,21,57770.29
3020,France,Paris,21,55142.23
3021,France,Marseille,26,31133.13
3022,USA,New York,32,67792.74
3023,France,Lyon,73,36863.74
3024,USA,New York,43,70795.85
3025,France,Marseille,32,40258.83
3026,India,Bangalore,43,65462.48
3027,Brazil,Rio de Janeiro,45,51526.0
3028,France,Lyon,24,24889.47
3029,Canada,Vancouver,49,44667.54
3030,Brazil,Rio de Janeiro,29,75535.15
3031,Brazil,Sao Paulo,52,62351.79
3032,France,Paris,69,43473.59
3033,Germany,Frankfurt,49,69554.86
3034,France,Lyon,26,54228.2
3035,Brazil,Rio de Janeiro,31,74642.24
3036,Canada,Toronto,30,48811.71
3037,Brazil,Rio de Janeiro,73,45622.26
3038,Canada,Montreal,77,64822.53
3039,USA,Chicago,61,53779.99
3040,India,Delhi,50,58362.79
3041,Brazil,Brasilia,49,37061.14
3042,France,Marseille,36,67568.06
3043,USA,New York,47,64734.31
3044,India,Bangalore,33,70273.28
3045,France,Lyon,29,29603.44
3046,Germany,Munich,27,32559.17
3047,France,Marseille,19,38796.96
3048,Canada,Vancouver,35,46409.85
3049,Canada,Toronto,30,30005.77
3050,Germany,Frankfurt,46,59559.22
3051,USA,Chicago,41,43425.76
3052,India,Bangalore,55,68839.56
3053,France,Lyon,29,81483.73
3054,Canada,Vancouver,77,41089.23
3055,USA,Chicago,77,38490.58
3056,Germany,Munich,46,61209.21
3057,Brazil,Rio de Janeiro,39,51454.63
3058,Canada,Montreal,53,55545.1
3059,Germany,Frankfurt,18,69940.92
3060,France,Lyon,60,45924.79
3061,India,Bangalore,72,34013.84
3062,Canada,Montreal,57,31542.92
3063,Canada,Montreal,51,47340.13
3064,France,Marseille,51,44722.06
3065,Brazil,Rio de Janeiro,65,62973.25
3066,USA,Chicago,50,70887.22
3067,India,Mumbai,21,70828.2
3068,Canada,Montreal,55,39483.78
3069,India,Mumbai,47,37951.37
3070,Canada,Montreal,70,22798.53
3071,India,Mumbai,69,50045.4
3072,Germany,Berlin,63,63270.84
3073,Canada,Montreal,37,39399.87
3074,India,Bangalore,43,27797.76
3075,USA,Chicago,32,78287.43
3076,Germany,Berlin,24,39422.65
3077,Germany,Munich,24,48314.61
3078,USA,Los Angeles,67,43003.56
3079,India,Bangalore,46,29998.84
3080,France,Lyon,40,63528.22
3081,USA,Los Angeles,51,23765.58
3082,India,Bangalore,37,66865.3
3083,USA,New York,32,54020.74
3084,USA,Chicago,50,45969.7
3085,Canada,Vancouver,70,46220.46
3086,India,Mumbai,34,56814.1
3087,France,Lyon,37,40357.68
3088,Canada,Toronto,78,52651.3
3089,USA,Los Angeles,74,36677.56
3090,Brazil,Brasilia,30,17734.7
3091,USA,Los Angeles,61,59254.85
3092,USA,Los Angeles,41,86557.49
3093,India,Mumbai,71,58490.84
3094,India,Delhi,64,49288.67
3095,Canada,Montreal,73,44050.92
3096,France,Marseille,54,44521.07
3097,Canada,Montreal,24,44049.71
3098,Germany,Berlin,25,52984.86
3099,USA,New York,40,14204.31
3100,Brazil,Rio de Janeiro,31,11596.75
3101,USA,Los Angeles,21,56767.93
3102,USA,Los Angeles,38,47013.0
3103,Canada,Toronto,78,35213.61
3104,Brazil,Sao Paulo,63,34801.34
3105,Brazil,Rio de Janeiro,27,41634.36
3106,Brazil,Sao Paulo,39,43724.8
3107,Canada,Toronto,47,71350.18
3108,USA,Chicago,47,33949.19
3109,Canada,Montreal,77,61459.25
3110,India,Delhi,33,58853.98
3111,India,Delhi,28,46858.53
3112,Canada,Montreal,39,61474.78
3113,Brazil,Sao Paulo,46,56625.07
3114,USA,Los Angeles,42,31157.35
3115,Canada,Vancouver,75,41100.02
3116,Canada,Vancouver,31,55816.59
3117,Canada,Toronto,31,41030.1
3118,Germany,Frankfurt,19,59161.2
3119,India,Delhi,71,67437.88
3120,Brazil,Brasilia,30,49592.88
3121,France,Marseille,20,40911.91
3122,Brazil,Sao Paulo,47,39205.66
3123,France,Paris,35,44535.13
3124,Germany,Berlin,71,43486.62
3125,Canada,Toronto,53,62960.41
3126,Germany,Berlin,38,41202.93
3127,Germany,Berlin,70,47363.63
3128,USA,Los Angeles,36,61695.63
3129,India,Bangalore,33,45050.19
3130,France,Paris,45,43336.86
3131,Canada,Vancouver,21,63070.03
3132,France,Marseille,68,67400.08
3133,Brazil,Sao Paulo,72,50575.54
3134,France,Paris,32,74910.51
3135,Brazil,Rio de Janeiro,18,52486.29
3136,India,Bangalore,65,63145.0
3137,Brazil,Sao Paulo,64,79325.12
3138,France,Marseille,33,40569.98
3139,France,Lyon,71,42180.11
3140,Brazil,Sao Paulo,37,61991.25
3141,Germany,Frankfurt,50,47591.22
3142,India,Delhi,34,35886.02
3143,USA,Los Angeles,22,44762.37
3144,Canada,Toronto,79,28778.54
3145,France,Marseille,22,50369.27
3146,Canada,Toronto,75,52446.38
3147,USA,New York,56,66274.07
3148,Canada,Montreal,30,67707.48
3149,USA,Chicago,61,45241.47
3150,Brazil,Brasilia,53,81613.9
3151,Germany,Munich,47,33892.05
3152,France,Lyon,74,28999.07
3153,USA,Chicago,21,31367.72
3154,Canada,Vancouver,40,32430.78
3155,France,Paris,38,61371.15
3156,Germany,Frankfurt,38,75232.41
3157,Brazil,Sao Paulo,23,75848.61
3158,France,Marseille,41,21731.03
3159,USA,New York,64,62852.33
3160,Germany,Frankfurt,70,72906.0
3161,Canada,Toronto,48,64969.04
3162,Germany,Frankfurt,36,40499.46
3163,Germany,Frankfurt,55,52526.01
3164,India,Delhi,79,35727.29
3165,Germany,Berlin,29,61211.39
3166,Germany,Munich,31,28046.15
3167,France,Paris,67,60280.72
3168,Canada,Vancouver,77,39348.88
3169,France,Marseille,29,55448.07
3170,France,Lyon,73,46197.67
3171,USA,Los Angeles,73,44594.92
3172,France,Marseille,32,64201.6
3173,India,Delhi,36,72897.22
3174,India,Bangalore,45,37025.54
3175,USA,New York,57,52799.6
3176,Brazil,Rio de Janeiro,58,33703.22
3177,Canada,Montreal,22,43092.47
3178,Canada,Montreal,22,39097.5
3179,France,Lyon,23,31112.65
3180,France,Paris,40,65888.74
3181,Brazil,Rio de Janeiro,20,51551.78
3182,France,Marseille,54,41800.13
3183,Canada,Toronto,50,49127.05
3184,Germany,Munich,60,67944.85
3185,India,Bangalore,75,65414.8
3186,Germany,Munich,38,58374.63
3187,Germany,Berlin,37,39959.42
3188,Canada,Toronto,18,51790.05
3189,Germany,Berlin,56,33635.23
3190,Brazil,Sao Paulo,64,48690.84
3191,USA,New York,34,64669.28
3192,France,Lyon,46,67448.19
3193,USA,New York,25,40358.02
3194,India,Mumbai,79,62489.3
3195,France,Marseille,43,59408.1
3196,Germany,Berlin,45,46390.93
3197,India,Bangalore,51,61191.76
3198,France,Marseille,43,68394.19
3199,Brazil,Brasilia,30,62759.88
3200,Brazil,Rio de Janeiro,61,34194.74
3201,Brazil,Rio de Janeiro,54,45827.75
3202,Brazil,Brasilia,30,55994.28
3203,Germany,Munich,55,37947.57
3204,USA,New York,42,73369.28
3205,France,Lyon,64,54701.75
3206,Germany,Berlin,79,43196.48
3207,Brazil,Sao Paulo,40,42259.03
3208,USA,Los Angeles,39,39572.46
3209,India,Delhi,38,60587.64
3210,India,Bangalore,71,62372.09
3211,India,Delhi,47,40041.93
3212,Brazil,Rio de Janeiro,28,72039.01
3213,India,Delhi,21,44195.7
3214,Canada,Toronto,50,38046.33
3215,France,Paris,64,57158.59
3216,France,Paris,29,32005.83
3217,Brazil,Brasilia,26,29523.4
3218,Canada,Montreal,49,35701.35
3219,Germany,Frankfurt,28,38221.14
3220,Germany,Berlin,54,61242.5
3221,India,Delhi,41,30556.51
3222,USA,Chicago,24,55531.79
3223,Germany,Frankfurt,25,62623.1
3224,USA,New York,50,71670.33
3225,France,Marseille,42,42622.04
3226,USA,Los Angeles,18,43810.18
3227,France,Paris,20,80546.73
3228,Canada,Toronto,57,70297.23
3229,Canada,Vancouver,45,45880.79
3230,Brazil,Rio de Janeiro,60,67200.04
3231,Brazil,Rio de Janeiro,50,53712.08
3232,India,Bangalore,63,50244.69
3233,Germany,Munich,18,87248.79
3234,India,Mumbai,55,66121.96
3235,France,Lyon,70,78302.15
3236,India,Mumbai,44,34067.05
3237,USA,New York,55,76964.21
3238,France,Marseille,52,47654.69
3239,Brazil,Rio de Janeiro,27,47461.12
3240,Canada,Montreal,29,55847.47
3241,Brazil,Rio de Janeiro,27,57685.54
3242,Germany,Munich,71,65826.58
3243,France,Lyon,51,63252.34
3244,France,Lyon,41,40201.59
3245,USA,Los Angeles,45,35052.79
3246,Germany,Berlin,39,47130.8
3247,Canada,Toronto,62,49798.7
3248,France,Lyon,33,51335.84
3249,France,Paris,30,70503.59
3250,USA,Chicago,53,52766.5
3251,India,Bangalore,53,89556.7
3252,Canada,Montreal,79,71687.25
